"Cites","id_old","Authors","authorCount","unknownCount","femaleCount","1st","2nd","3rd","4th","5th","last","allAuthors","Title","Year","Source","dataset","ArticleURL","Type","DOI","Abstract"
"n/a","NA","Eliane Maria Ribeiro de Vasconcelos,Josueida de Carvalho Sousa,Nelson Miguel Galindo Neto,Danielli Gavião Mallmann",4,1,2,1,1,0,"NA","NA","NA",0.6666666667,"Educação em saúde como principal alternativa para promover a saúde do idoso",2015,"n/a",0,"http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en&tlng=pt,http://www.scielo.br/pdf/csc/v20n6/1413-8123-csc-20-06-1763.pdf,http://www.ncbi.nlm.nih.gov/pubmed/26060954,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=e&nrm=iso&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=e,http://www.redalyc.org/articulo.oa?id=63038653012&idioma=es,http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=pt&tlng=en,http://www.uacm.kirj.redalyc.redalyc.org/articulo.oa?id=63038653012,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt&nrm=iso&tlng=pt,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt&tlng=pt,http://bases.bireme.br/cgi-bin/wxislind.exe/iah/online/?IsisScript=iah/iah.xis&base=LILACS&lang=p&nextAction=lnk&exprSearch=748387&indexSearch=ID,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en&tlng=en,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt&nrm=iso&tlng=en,http://www.scielo.br/pdf/csc/v20n6/en_1413-8123-csc-20-06-1763.pdf,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es&tlng=en,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es&nrm=iso&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=e&tlng=en,https://doaj.org/article/8a130ad673d34fb28678a3d72ac297f0,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=p&tlng=pt,http://www.scielosp.org/pdf/csc/v20n6/en_1413-8123-csc-20-06-1763.pdf,http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=en&tlng=en,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=en,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en,http://www.redalyc.org/articulo.oa?id=63038653012&idioma=en,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=e&tlng=e,http://www.redalyc.org/pdf/630/63038653012.pdf,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=en&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es&nrm=iso&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=pt&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt&tlng=pt,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en&nrm=iso&tlng=en,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en&tlng=en,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en&nrm=iso&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en&nrm=iso&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt&tlng=en,http://revele.com.veywww.redalyc.org/articulo.oa?id=63038653012,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es&nrm=iso&tlng=en,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=pt,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en&tlng=pt,http://pesquisa.bvsalud.org/portal/resource/pt/lil-748387,http://sociales.redalyc.org/articulo.oa?id=63038653012,http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601763,http://www.redalyc.org/articulo.oa?id=63038653012,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=e&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=en&nrm=iso&tlng=en,http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=es&tlng=en,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=p&tlng=en,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=pt&tlng=en,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=p,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=es&tlng=en,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=en&tlng=en,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt&tlng=en,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=es&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601763,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es&tlng=en,http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=es&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es,http://www.redalyc.org/articulo.oa?id=63038653012&idioma=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=p&nrm=iso&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es&nrm=iso&tlng=en,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=es&tlng=pt,http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lng=en,http://www.scielo.br/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt&nrm=iso&tlng=pt,http://www.scielo.br/scielo.php?pid=S1413-81232015000601763&script=sci_abstract,https://www.ncbi.nlm.nih.gov/pubmed/26060954,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=pt&nrm=iso&tlng=en,http://www.scielosp.org/scielo.php?script=sci_abstract&pid=S1413-81232015000601763&lng=p&tlng=p","Journal","n/a","This is an integrative review aimed to identify the scientific evidence on the educational health actions designed to promote the health of the elderly. A literature search was conducted in Medline, Lilacs, BDENF, CINAHL and in SciELO virtual library databases, by crossing the descriptors Education in Health, Elderly, Aging, Elderly Health, Health Promotion and Quality of Life, including articles conducted with elderly people published from 2003 to 2013, in English, Spanish and Portuguese. Eight articles, which presented quality of life and promotion of healthy aging as a result of health education strategies, were selected. Health education actions for elderly need methodologies that attend the complexity of the aging process and correlate the factors surrounding the individual, such as beliefs, values, norms and ways of life."
"n/a","NA","L.C.D. Valle,V. Oliveira,G.C. Braga,Erika Cosendey Toledo de Mello Peixoto,P.C.A. Paiva,J.R.O. Perez,J.S. Araújo",7,6,1,"NA","NA","NA",1,"NA","NA",1,"EFEITO DA MONENSINA SÓDICA NO CONSUMO DE ALIMENTOS E pH RUMINAL EM OVINOS",2006,"n/a",0,"http://ojs.c3sl.ufpr.br/ojs/index.php/veterinary/article/view/5619/0,http://revistas.ufpr.br/veterinary/article/download/5619/4097,http://ojs.c3sl.ufpr.br/ojs2/index.php/veterinary/article/view/5619,http://ojs.c3sl.ufpr.br/ojs2/index.php/veterinary/article/download/5619/4097,http://revistas.ufpr.br/veterinary/article/viewArticle/5619,http://ojs.c3sl.ufpr.br/ojs/index.php/veterinary/article/view/5619/4097,http://revistas.ufpr.br/veterinary/article/view/5619/0,http://ojs.c3sl.ufpr.br/ojs/index.php/veterinary/article/view/5619,http://revistas.ufpr.br/veterinary/article/view/5619,http://revistas.ufpr.br/veterinary/article/view/5619/4097,https://www.mysciencework.com/publication/show/ff4210fcdb0f9b9e8755f2feafa3f560","Journal","n/a","The main aim of the present research#R##N#work was the study of the effects of the ionophore#R##N#sodium monensin on feed voluntary intake and on the#R##N#pH of the ruminal liquid in sheep. Four Santa Ines non#R##N#pregnant, non lactating and rumen-cannulated lambs#R##N#were used within a Latin square experimental design#R##N#with four treatments: T1 - 0; T2 - 25; T3 - 50 and T4 - 75#R##N#mg monensin/animal/day. Feed, dry matter intake and#R##N#ruminal fluid pH were evaluated. Sampling of ruminal#R##N#fluid for pH determination was carried out at 0, 2, 4, 6#R##N#and 8 hours after feeding. According to the analysis of#R##N#variance no significant values were found for intake of#R##N#diet and dry matter, in regard to the levels of monensin.#R##N#No siginificant effect in the average values of ruminal#R##N#pH of each treatment and in the treatment x time#R##N#interaction were found, the pH values being considered#R##N#normal. There was a statistic difference in regard to the #R##N#values found along the day. The voluntary feed intake#R##N#and ruminal pH had not been influenced by the addition#R##N#of sodium monensin in the diet of the sheep, the pH values#R##N#remaining elevated, characterizing a good evironment of#R##N#ruminal fermentation."
"n/a","NA","S. Abdul Basith,V. Leela,Bhaskaran Ravi Latha,R. S. Ranju",4,2,0,0,"NA",0,"NA","NA","NA",0,"Effect of attractant sex pheromone on immature larval stages of ixodid tick species",2012,"n/a",0,"https://link.springer.com/content/pdf/10.1007%2Fs12639-012-0140-1.pdf,http://europepmc.org/articles/PMC3427669,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3427669/,https://www.ncbi.nlm.nih.gov/pubmed/24082519,http://link.springer.com/10.1007/s12639-012-0140-1,http://europepmc.org/abstract/MED/24082519,https://link.springer.com/article/10.1007/s12639-012-0140-1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3427669/,http://link.springer.com/article/10.1007/s12639-012-0140-1?view=classic,http://europepmc.org/articles/PMC3427669?pdf=render,http://rd.springer.com/article/10.1007/s12639-012-0140-1,http://link.springer.com/content/pdf/10.1007%2Fs12639-012-0140-1.pdf,http://rd.springer.com/content/pdf/10.1007%2Fs12639-012-0140-1.pdf,http://link.springer.com/article/10.1007%2Fs12639-012-0140-1,http://europepmc.org/articles/PMC3427669;jsessionid=oc0u59KQ2H5lNsLkQe65.0?pdf=render,http://www.ncbi.nlm.nih.gov/pubmed/24082519,http://link.springer.com/article/10.1007/s12639-012-0140-1/fulltext.html","Journal","n/a","Attractant sex pheromone (ASP) 2,6-dichloro phenol was used in the current study to evaluate the percentage attraction and the behavioural responses of the five ixodid tick species namely Rhipicephalus sanguineus, Rhipicephalus microplus (Boophilus microplus), Haemaphysalis bispinosa, Rhipicephalus haemaphysaloides and Hyalomma marginatum using petridish bioassay. Two concentrations of 2,6-DCP (0.1 M and 0.05 M) was used for the larval stages of all five ixodid tick species of which 0.1 M concentration was found to have maximum attraction. Trials with 0.1 M ASP revealed highest per cent of attraction in R. sanguineus larvae (71 %) followed by H. bispinosa (55 %) and R. microplus (55 %). With 0.1 M ASP R. haemaphysaloides and H. marginatum showed least attraction (39 % each). However the per cent of attraction of R. haemaphysaloides was higher (46 %) with 0.05 M ASP. Statistical analysis revealed a highly significant difference in per cent of attraction between the different tick larvae using 0.05 and 0.1 M ASP. The larvae also exhibited behavioural responses such as feeding, probing, resting and questing posture."
"n/a","NA","Olivier Langeron,Bruno Riou,G. Orliaguet,Julien Amour,P. Michelet",5,2,0,0,0,"NA",0,"NA","NA",0,"Effect of beta2-adrenoceptor stimulation on contractile properties and fatigue recovery in senescent rats: 5AP2-8",2007,"n/a",0,"http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00003643-200706001-00222","Journal","n/a","n/a"
"n/a","NA","S. R. Gollahalli,Chendhil Periasamy,P. Hariharan",3,3,"NA","NA","NA","NA","NA","NA","NA","NA","Effect of elliptic burner geometry and air equivalence ratio on the nitric oxide emissions from turbulent hydrogen flames",2007,"n/a",0,"http://linkinghub.elsevier.com/retrieve/pii/S036031990600303X,http://www.sciencedirect.com/science/article/pii/S036031990600303X,http://cat.inist.fr/?aModele=afficheN&cpsidt=18812101","Journal","n/a","An experimental study on turbulent hydrogen flames from circular and elliptic burners with varying degrees of premixedness (diffusion, fuel-rich, stoichiometric, and fuel-lean) is presented. Flame stability, visible flame height, flame radiation, global nitric oxide (NO) concentration, and inflame temperature and NO concentration profiles were measured. We found that the elliptic burner flames had lower liftoff velocity, were shorter, and radiated less heat to the surrounding as compared to circular burner flames. Global NO concentration decreased with an increase in air equivalence ratio for both circular and elliptic burner flames. Peak in-flame NO concentration along the flame centerline increased with a decrease in air equivalence ratio. Elliptic burner flames produced higher peak in-flame temperatures. Overall, the elliptic burner flames produced less peak NO as compared to circular burner flames at all air equivalence ratios except zero (diffusion flames) in accordance with the global emission measurements."
"n/a","NA","Alessandro Caruso,Carlo Santulli",2,0,0,0,0,"NA","NA","NA",0,0,"Effect of Fibre Architecture on the Falling Weight Impact Properties of Hemp/Epoxy Composites",2009,"n/a",0,"http://openurl.ingenta.com/content/xref?genre=article&issn=1556-6560&volume=3&issue=3&spage=291","Journal","n/a","n/a"
"n/a","NA","Svend Norn",1,0,0,0,"NA","NA","NA","NA",0,0,"Effect of Histamine Liberators on Rat Peritoneal Mast Cells and Influence of Antirheumatic Agents",2009,"n/a",0,"http://onlinelibrary.wiley.com/doi/10.1111/j.1600-0773.1967.tb01434.x/abstract,http://www.ncbi.nlm.nih.gov/pubmed/4169422,http://onlinelibrary.wiley.com/doi/10.1111/j.1600-0773.1967.tb01434.x/pdf,https://www.ncbi.nlm.nih.gov/pubmed/4169422,http://doi.wiley.com/10.1111/j.1600-0773.1967.tb01434.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1600-0773.1967.tb01434.x/epdf,http://onlinelibrary.wiley.com/doi/10.1111/j.1600-0773.1967.tb01434.x/references","Journal","n/a","Patient Access#R##N#Patients and/or caregivers may access this content for use in relation to their own personal healthcare or that of a family member only. Terms and conditions will apply."
"n/a","NA","Shigeru Sato,Masami Uematu,Hideya Ono,Naoichiro Hatakeyama,Motonari Tunoda,Tadaharu Ajito",6,5,1,"NA",1,"NA","NA","NA","NA",1,"Effect of Salt Block with Biotin Content on Serum Biotin Concentrations and Incidence of Hoof Diseases in Dairy Cows",2007,"n/a",0,"https://www.jstage.jst.go.jp/article/jvma1951/60/1/60_1_37/_article,https://www.jstage.jst.go.jp/article/jvma1951/60/1/60_1_37/_pdf","Journal","n/a","n/a"
"n/a","NA","Khorana Sangeeta,Vinela Guduru,K.Padmini,Anamika",4,4,"NA","NA","NA","NA","NA","NA","NA","NA","Effect of Spam Filter on SPOT Algorithm",2015,"n/a",0,"http://dblp.uni-trier.de/db/conf/wci/wci2015.html#AnamikaPGS15,http://dl.acm.org/citation.cfm?id=2791405.2791552,http://doi.acm.org/10.1145/2791405.2791552,http://dl.acm.org/citation.cfm?doid=2791405.2791552,http://dl.acm.org/ft_gateway.cfm?id=2791552&type=pdf,http://dl.acm.org/citation.cfm?id=2791552","Conference","n/a","Compromised machine is any computing resource whose availability, confidentiality, integrity has been negatively impacted either intentionally or unintentionally, by an untrusted source. These machines are often used to elevate various security attacks such as DDoS (attempt to make a machine resource unavailable to its intended users), spamming and identity theft (practice of using other person's name and personal information). The most important of these attacks are spamming wherein these machines are used to send large chunks of unsolicited mails called as spam. To detect these unwanted and unsolicited email and prevent them from getting into the user's inbox we use Spam filter. To detect the machine as compromised, SPOT algorithm has been designed. In this paper, we compare the effect of different types of spam filters on the SPOT algorithm on finding the compromised machines."
"n/a","NA","Olaf Engler,Luis A. Barrales-Mora,Moo Young Huh",3,0,0,0,0,0,"NA","NA",0,0,"Effect of texture on grain growth in an interstitial-free steel sheet",2012,"n/a",0,"http://www.hanser-elibrary.com/doi/abs/10.3139/146.110821,https://koreauniv.pure.elsevier.com/en/publications/effect-of-texture-on-grain-growth-in-an-interstitial-free-steel-s,http://www.hanser-elibrary.com/doi/pdf/10.3139/146.110821","Journal","n/a","Abstract The effect of crystallographic texture on grain growth was studied in two samples from an interstitial-free steel sheet with two different primary recrystallization textures, one with a pronounced {111} fiber texture and the other with an almost random texture. Upon grain growth annealing, the sample with the random texture showed slow continuous grain growth. In the strongly textured material discontinuous grain growth prevailed at a higher growth rate. The effect of texture on the rate of grain growth is discussed in terms of the motion of the grain boundary triple junctions in the two samples with different distributions of grain-to-grain misorientations. Numerical simulations with a 2D vertex model confirmed the influence of the triple junctions on the development of microstructure and texture observed during grain growth in the two differently textured steel samples."
"n/a","NA","Lei Xiong,Weidong Yu",2,1,1,1,"NA","NA","NA","NA","NA",1,"Effect of various morphology and testing conditions on fiber infrared spectrum",2005,"n/a",0,"http://doi.wiley.com/10.1002/app.21187,http://onlinelibrary.wiley.com/doi/10.1002/app.21187/full,http://onlinelibrary.wiley.com/doi/10.1002/app.21187/full?scrollTo=references,http://onlinelibrary.wiley.com/doi/10.1002/app.21187/pdf,http://onlinelibrary.wiley.com/doi/10.1002/app.21187/epdf,http://onlinelibrary.wiley.com/doi/10.1002/app.21187/abstract,http://cat.inist.fr/?aModele=afficheN&cpsidt=16679232,http://onlinelibrary.wiley.com/doi/10.1002/app.21187/references","Journal","n/a","Abstract#R##N##R##N#A series of measurements verify that the accuracy, reproducibility, and quality of fiber infrared spectra strongly rely on fiber thickness and morphology, the aperture size and direction, and instrument parameters, despite the use of high resolution in microscopy by using the Continuμm microscope. The effect of fiber cross section and testing parameters on the characteristics of the FTIR microscope spectra is discussed systematically. Meanwhile, the reproducibility of the spectra has also been tested using the transmission and mapping methods. The experimental results show that the size selection of the aperture, fiber flattening, and proper contact between attenuated total reflection crystal and fiber are vitally important for high quality and accuracy of FTIR microscope spectra. Through reasonable parameter setting and sample preparation, in fact, the IR spectra of single fibers can be obtained quickly and reproducibly. © 2005 Wiley Periodicals, Inc. J Appl Polym Sci 96: 1003–1010, 2005"
"n/a","NA","James D. Baeder,Sj Yang",2,1,0,0,"NA","NA","NA","NA","NA",0,"Effect of Wavy Trailing Edge on 100meter Flatback Wind Turbine Blade",2016,"n/a",0,"http://stacks.iop.org/1742-6596/753/i=2/a=022060?key=crossref.cfcbb47ed4990462853d43f601d72a99,http://iopscience.iop.org/article/10.1088/1742-6596/753/2/022060,http://iopscience.iop.org/article/10.1088/1742-6596/753/2/022060/meta,http://iopscience.iop.org/article/10.1088/1742-6596/753/2/022060/pdf","Journal","n/a","The flatback trailing edge design for modern 100meter wind turbine blade has been developed and proposed to make wind turbine blade to be slender and lighter. On the other hand, it will increase aerodynamic drag; consequently the increased drag diminishes turbine power generation. Thus, an aerodynamic drag reducing technique should be accompanied with the flatback trailing edge in order to prevent loss of turbine power generation. In this work, a drag mitigation design, span-wise wavy trailing edge blade, has been applied to a modern 100meter blade. The span-wise trailing edge acts as a vortex generator, and breaks up the strong span-wise coherent trailing edge vortex structure at the flatback airfoil trailing edge which is a major source of large drag. Three-dimensional unsteady Computational Fluid Dynamics (CFD) simulations have been performed for real scale wind turbine blade geometries. Delayed Detached Eddy Simulation (DDES) with the modified laminar-turbulent transition model has been applied to obtain accurate flow field predictions. Graphical Processor Unit (GPU)-accelerated computation has been conducted to reduce computational costs of the real scale wind turbine blade simulations. To verify the structural reliability of the wavy modification of the blade a simple Eigen buckling analysis has been performed in the current study."
