Tag,PaperId,AuthorIdsOrder,AuthorNamesOrder,authorCount,unknownCount,femaleCount,femaleProp,1st,2nd,3rd,4th,5th,last,FoSNames,Year,DocType,Journal,Publisher,Doi,Title,EstimatedCitation,IndexedAbstract,WoSID,WoSjournal,jfraction,subd_name,disc_name
OpenScience,2547880330,2051689781; 1970788936; 1864797987; 2497562180; 468406898; 2566557637; 2216897145; 2585790645; 2639849651; 2635305668; 2413288910; 1973574911; 2677593901; 2410647690; 2340533770; 2566404102; 2531406697; 2763775075; 2058186360; 2563016391; 2579075827; 659731530; 2561253811; 2663922920; 2181462663; 2563546566; 1949006533; 1985482491; 2067462695; 2310351820; 2319469253; 2566611674; 2632863415; 2098244758; 2508483930; 2304061909; 2154543916; 2308590913; 2296294950; 2695471794; 2700227272; 2634101102; 2604479252; 2130261976; 2678026415; 2264103995; 2562435463; 2565305518; 2167118960; 1177309716; 2114138198; 2528354450; 2060937056; 2222308739; 1936410844; 2088222321; 2259500731; 2410292466; 2414507216; 2228275525; 2029431812; 2342824833; 2565806679; 1828111540; 2046836365; 1448400649; 2165961942; 342412512; 2016837756; 2097316719,R. Cameron Craddock; Ben Cipollini; Ariel Rokem; Daniel Clark; Krzysztof J. Gorgolewski; Daniel J. Clark; Samir Das; Cécile Madjar; Ayan Sengupta; Zia Mohades; Sebastien Dery; Pierre Bellec; Weiran Deng; Eric Earl; Damion V. Demeter; Kate Mills; Glad Mihai; Luka Ruzic; Nicholas Ketz; Andrew Reineberg; Marianne C. Reddan; Anne-Lise Goddings; Daniel S. Margules; Javier Gonzalez-Castillo; Caroline Froehlich; Gil Dekel; Daniel S. Margulies; Ben D. Fulcher; Tristan Glatard; Reza Adalat; Natacha Beck; Rémi Bernard; Najmeh Khalili-Mahani; B. Nolan Nichols; Pierre Rioux; Marc-Etienne Rousseau; Alan C. Evans; Yaroslav O. Halchenko; Matteo Visconti di Oleggio Castello; Raúl Hernández-Pérez; Edgar A. Morales; Laura V. Cuaya; Kaori L. Ito; Sook-Lei Liew; Jörg P. Pfannmöller; Hans J. Johnson; Erik Kan; Julia Anglin; Michael R. Borich; Neda Jahanshad; Paul M. Thompson; Marcel Falkiewicz; Julia M. Huntenburg; David O’Connor; Michael P. Milham; AmanPreet Badhwar; Ramon Fraga Pereira; Anibal Sólon Heinsfeld; Alexandre Rosa Franco; Augusto Buchweitz; Felipe Meneguzzi; Rickson C. Mesquita; Luis C. T. Herrera; Daniela Dentico; Vanessa Sochat; Julio E. Villalon-Reina; David N. Kennedy; Eleftherios Garyfallidis; Jean-Baptiste Poline; Roberto Toro,70,13,14,0.2456140350877193,0.0,0.0,1.0,0.0,0.0,0.0,open science; jorg; computer science; bioinformatics; performance art; distributed collaboration; human connectome project; artificial intelligence,2016,Journal,GigaScience,BioMed Central,10.1186/s13742-016-0147-0,2015 Brainhack Proceedings,16,"I1 Introduction to the 2015 Brainhack Proceedings R. Cameron Craddock, Pierre Bellec, Daniel S. Margules, B. Nolan Nichols, Jorg P. Pfannmoller A1 Distributed collaboration: the case for the enhancement of Brainspell’s interface AmanPreet Badhwar, David Kennedy, Jean-Baptiste Poline, Roberto Toro A2 Advancing open science through NiData Ben Cipollini, Ariel Rokem A3 Integrating the Brain Imaging Data Structure (BIDS) standard into C-PAC Daniel Clark, Krzysztof J. Gorgolewski, R. Cameron Craddock A4 Optimized implementations of voxel-wise degree centrality and local functional connectivity density mapping in AFNI R. Cameron Craddock, Daniel J. Clark A5 LORIS: DICOM anonymizer Samir Das, Cecile Madjar, Ayan Sengupta, Zia Mohades A6 Automatic extraction of academic collaborations in neuroimaging Sebastien Dery A7 NiftyView: a zero-footprint web application for viewing DICOM and NIfTI files Weiran Deng A8 Human Connectome Project Minimal Preprocessing Pipelines to Nipype Eric Earl, Damion V. Demeter, Kate Mills, Glad Mihai, Luka Ruzic, Nick Ketz, Andrew Reineberg, Marianne C. Reddan, Anne-Lise Goddings, Javier Gonzalez-Castillo, Krzysztof J. Gorgolewski A9 Generating music with resting-state fMRI data Caroline Froehlich, Gil Dekel, Daniel S. Margulies, R. Cameron Craddock A10 Highly comparable time-series analysis in Nitime Ben D. Fulcher A11 Nipype interfaces in CBRAIN Tristan Glatard, Samir Das, Reza Adalat, Natacha Beck, Remi Bernard, Najmeh Khalili-Mahani, Pierre Rioux, Marc-Etienne Rousseau, Alan C. Evans A12 DueCredit: automated collection of citations for software, methods, and data Yaroslav O. Halchenko, Matteo Visconti di Oleggio Castello A13 Open source low-cost device to register dog’s heart rate and tail movement Raul Hernandez-Perez, Edgar A. Morales, Laura V. Cuaya A14 Calculating the Laterality Index Using FSL for Stroke Neuroimaging Data Kaori L. Ito, Sook-Lei Liew A15 Wrapping FreeSurfer 6 for use in high-performance computing environments Hans J. Johnson A16 Facilitating big data meta-analyses for clinical neuroimaging through ENIGMA wrapper scripts Erik Kan, Julia Anglin, Michael Borich, Neda Jahanshad, Paul Thompson, Sook-Lei Liew A17 A cortical surface-based geodesic distance package for Python Daniel S Margulies, Marcel Falkiewicz, Julia M Huntenburg A18 Sharing data in the cloud David O’Connor, Daniel J. Clark, Michael P. Milham, R. Cameron Craddock A19 Detecting task-based fMRI compliance using plan abandonment techniques Ramon Fraga Pereira, Anibal Solon Heinsfeld, Alexandre Rosa Franco, Augusto Buchweitz, Felipe Meneguzzi A20 Self-organization and brain function Jorg P. Pfannmoller, Rickson Mesquita, Luis C.T. Herrera, Daniela Dentico A21 The Neuroimaging Data Model (NIDM) API Vanessa Sochat, B Nolan Nichols A22 NeuroView: a customizable browser-base utility Anibal Solon Heinsfeld, Alexandre Rosa Franco, Augusto Buchweitz, Felipe Meneguzzi A23 DIPY: Brain tissue classification Julio E. Villalon-Reina, Eleftherios Garyfallidis",WOS:000397090800001,gigascience,,,
OpenScience,2469663488,2104469246; 1958264187,Christiana N. Fogg; Diane E. Kovats,2,0,2,1.0,1.0,1.0,,,,1.0,library science; assistant professor; systems biology; medicine; physiology; open science,2016,Journal,F1000Research,Faculty of 1000 Ltd,10.12688/f1000research.9158.1,2016 ISCB Overton Prize awarded to Debora Marks,0,"The International Society for Computational Biology (ISCB) recognizes the achievements of an early- to mid-career scientist with the Overton Prize each year. The Overton Prize was established to honor the untimely loss of Dr. G. Christian Overton, a respected computational biologist and founding ISCB Board member. Winners of the Overton Prize are independent investigators in the early to middle phases of their careers who are selected because of their significant contributions to computational biology through research, teaching, and service. 2016 will mark the fifteenth bestowment of the ISCB Overton Prize.  ISCB is pleased to confer this award the to Debora Marks, Assistant Professor of Systems Biology and director of the Raymond and Beverly Sackler Laboratory for Computational Biology at Harvard Medical School.",,,,,
Reproducibility,2325138977,2316072516; 2255648654; 40964618; 800151187,Anesa Mulabecirovic; Mette Vesterhus; Odd Helge Gilja; Roald Flesland Havre,4,1,2,0.6666666666666666,1.0,1.0,,0.0,,0.0,medicine; elasticity; reproducibility; radiology; ultrasound,2015,Journal,Ultrasound in Medicine and Biology,,10.1016/j.ultrasmedbio.2014.12.576,2089979 In Vitro Quantification and Reproducibility of Elasticity Mearsurements Using Four Different Ultrasound Scanners,0,,,,1.0,Instrumentation,Electrical Engineering & Computer Science
Reproducibility,2111341603,2167086291; 2116977439; 2615995051; 1965805714; 2044974430; 2641529039; 2613014021; 2564055525; 2695861090; 2085051010; 625719634; 2567074596; 2139510815; 1886782580; 704615113; 2517086842; 2225570955; 2114056367; 2105475863; 2251504275; 2325447792; 2637168551; 1995919026,Annalisa Angelini; Heike Goebel; Desley Neil; Ornella Leone; Andrea Marzullo; M. Ortmann; François Paraf; S. Rotman; N. Turhan; Anna Chiara Frigo; Francesco Grigoletto; C. Andersen; Alessio Gasparetto; Roberto Mencarelli; Gaetano Thiene; Margaret Burke; Giovanni Bartoloni; Fiona Black; Paul N. Bishop; Helen Doran; Marny Fedrigo; J. Fries; Martin Goddard,23,7,9,0.5625,1.0,1.0,,1.0,1.0,0.0,physical therapy; reproducibility; medicine; biopsy; pathology,2010,Journal,Journal of Heart and Lung Transplantation,Elsevier,10.1016/j.healun.2009.11.231,220: A Web-Based Pilot Study of Inter-Pathologist Reproducibility Using the ISHLT 2004 Classification System for Biopsy Diagnosis of Acute Cardiac Allograft Rejection: The European Experience on Behalf of the Transplant Working Group of the Association for European Cardiovascular Pathology,4,,,,1.0,Transplantation,Medical Specialties
Reproducibility,1996978107,2620375520; 2113818953; 2237457046; 2119409877,Diane B. Young; Edwin E. Morales; Xiayou Shi; Stephen R. Kraus,4,1,1,0.3333333333333333,1.0,0.0,,0.0,,0.0,radiology; medicine; concordance; observational study; reproducibility; observer; pathology,2013,Journal,The Journal of Urology,Elsevier,10.1016/j.juro.2013.02.2202,2273 STANDARDIZED INTERPRETATION OF UROFLOWMETRIC PARAMETERS RESULTS IN HIGH INTER-OBSERVER CONCORDANCE AND OBSERVATIONAL REPRODUCIBILITY,0,,,,,,
Reproducibility,2684115425,2722519434; 2699818754; 2685583729; 2673491728,A. Rimouche; S. Caravita; A. Bondue; J.-L. Vachiery,4,4,0,,,,,,,,reproducibility; internal medicine; cardiology; diabetes mellitus; medicine,2017,Journal,Archives of Cardiovascular Diseases Supplements,,10.1016/S1878-6480(17)30024-1,23 – Reproducibility over time of the Pressure-Flow relationship in the pulmonary circulation by exercise echocardiography in healthy volunteers,0,,,,,,
Reproducibility,2018490444,2509336242; 2553798894; 2554212293; 1273366157; 2327242564; 2462604436; 2196787333,Robert Bresler; Judith C. Knakewicz; Judith M. Wysocki; Gregory S. Stempfle; Kamal Abuarquob; Cynthia Schall; Daniel Ramon,7,0,3,0.42857142857142855,0.0,1.0,1.0,0.0,0.0,0.0,molecular biology; biology; reproducibility; antigen,2011,Journal,Human Immunology,,10.1016/j.humimm.2011.07.255,230-P Improving single antigen assay reproducibility using a linear regresion model,0,,,,1.0,Cytogenetics & Genome Mapping,Infectious Diseases
Reproducibility,2058498971,2232140790; 105834052; 2052696707; 2306147061; 2161834610; 2304862757; 2031996962; 2468503430; 2101204656; 127026905; 2116833184,Anton Posch; Jorg Kotzka; Stefan Lehr; Thomas Franz; Sonja Hartwig; Birgit Knebel; Hadi Al-Hasani; Waltraud Passlack; Nancy Kunz; Yvonne Hinze; Xinping Li,11,3,4,0.5,0.0,,0.0,0.0,1.0,,proteomics; analytical chemistry; biology; bioinformatics; robustness; replicate; reproducibility; gel electrophoresis; workflow,2013,Journal,Archives of Physiology and Biochemistry,Arch Physiol Biochem,10.3109/13813455.2013.791699,2D-ToGo workflow: increasing feasibility and reproducibility of 2-dimensional gel electrophoresis,3,"AbstractTwo-dimensional gel electrophoresis (2-DE) is one of the most powerful methods for studying global protein profiles. However, due to the multiple manual steps involved in gel based processing it is challenging to achieve the necessary overall reproducibility for a reliable comparative analysis, especially between different laboratories. To improve the 2-DE technique for quantitative analyses we have set up a robust 2-DE workflow, called 2D-ToGo, which utilizes latest innovations concerning instrumentation, consumables and protocols. Quantitative data analyses indicate the high reproducibility between replicate gels processed at a single site (intra-laboratory variation: CV 20%). The data-sets of the inter-laboratory comparison revealed similar results displaying a variation of CV 23%. The technical improvements given by our 2-DE workflow have a positive impact on process robustness and most importantly, reproducibility. Accordingly, many of the well-known challenges for resolving and quantitating ...",WOS:000321576500004,archives of physiology and biochemistry,1.0,Applied Physiology; Muscle,Health Professionals
Reproducibility,2068194362,2126734423; 703649511; 2620072436; 2023153379,F. Vermeulen; N. Feyaerts; M. Proesmans; K. De Boeck,4,3,1,1.0,,,,1.0,,1.0,reproducibility; radiology; intensive care medicine; catheter; medicine,2011,Journal,Journal of Cystic Fibrosis,Elsevier,10.1016/S1569-1993(11)60052-0,31 Modified nasal catheter for measurement of nasal potential difference improves reproducibility,0,,,,1.0,Pulmonary,Medical Specialties
Reproducibility,2585390138,2711598532; 2502263347; 2131922835; 2655524061; 2573205725; 2142228408; 2057073232; 2702564769,Johannes Rehm; Thomas Germann; M. Akbar; Wojciech Pepke; Hans-Ulrich Kauczor; Marc-André Weber; Daniel Spira; Chun Kee Chung,8,3,0,0.0,0.0,0.0,,0.0,,0.0,computer vision; reproducibility; artificial intelligence; 3d modeling; computer science,2017,Journal,PLOS ONE,Public Library of Science,10.1371/journal.pone.0171258,3D-modeling of the spine using EOS imaging system: Inter-reader reproducibility and reliability,1,,WOS:000396161200117,plos one,1.0,Molecular Biology Methods,Infectious Diseases
OpenScience,2739580300,2513899240; 2313108855,Nadine Walger; Nicole Walger,2,0,2,1.0,1.0,1.0,,,,1.0,open science; world wide web; engineering; library science,2017,Journal,ABI Technik,,10.1515/abitech-2017-0029,4. Internationale Open-Science-Konferenz des Leibniz-Forschungsverbunds Science 2.0,0,,,,,,
Reproducibility,2551545756,2164782522; 2565606952; 2128446670; 2152713393; 2165639267,Felix W. Leung; Hui Jia; Yanglin Pan; Xuegang Guo; Kaichun Wu,5,3,1,0.5,0.0,1.0,,,,,medicine; radiology; adenoma; reproducibility; general surgery,2016,Journal,Gastrointestinal Endoscopy,Elsevier,10.1016/j.gie.2016.03.095,403 Reproducibility of Water Exchange (WE) Method on Enhanced Adenoma Detection,0,,,,1.0,Endoscopy,Medical Specialties
Reproducibility,2033367823,1787417221; 1954720741; 2090643026; 2682971656; 1985180350; 2787795989; 2505361502; 511552172; 254969598; 2685547089; 2768477173; 2749850733,E. Maheu; François Rannou; Pascal Richette; C. Cadet; Philippe Ravaud; Gabriel Baron; F. Berenbaum; Xavier Chevalier; Laure Gossec; D. Loeuille; J.-F. Maillefert; B. Mazières,12,7,1,0.2,,,0.0,,0.0,,anatomy; reproducibility; osteoarthritis; physical therapy; medicine,2010,Journal,Osteoarthritis and Cartilage,Elsevier,10.1016/S1063-4584(10)60460-8,433 IMPROVEMENT OF THE REPRODUCIBILITY OF THE RADIOGRAPHIC KELLGREN-LAWRENCE (KL) SCORING SYSTEM IN HAND OSTEOARTHRITIS (HOA) USING A NEW KL SCORING SYSTEM AID,0,,,,1.0,Rheumatology,Medical Specialties
Reproducibility,1975192855,2654163197; 2222341932; 2149924530,Martijn Intven; O. Reerink; M.E.P. Philippens,3,3,0,,,,,,,,medical physics; colorectal cancer; reproducibility; medicine; radiology; diffusion mri,2011,Journal,Radiotherapy and Oncology,Elsevier,10.1016/S0167-8140(11)70568-0,446 poster REPRODUCIBILITY STUDY OF DIFFUSION-WEIGHTED IMAGING IN RECTAL CANCER.,0,,,,1.0,Radiation Therapy,Medical Specialties
Reproducibility,2316298616,2675727577; 2666124710; 2637043345; 2109071302; 2318055859; 2682951263,M. Valli; F. Martucci; N.C. Azinwi; G. Pesce; L. Canziani; A. Richetti,6,6,0,,,,,,,,medical physics; medicine; irradiation; reproducibility,2012,Journal,European Journal of Cancer,Elsevier,10.1016/S0959-8049(12)70534-8,469 3D-conformal Partial Breast Irradiation (3D-CRT PBI): How to Optimize Its Reproducibility,0,,,,1.0,Oncology,Medical Specialties
Reproducibility,2156249080,2098738027; 2126734423; 2023153379; 1972248252; 2165966925,Anissa Leonard; F. Vermeulen; K. De Boeck; Teresinha Leal; Patrick Lebecque,5,2,2,0.6666666666666666,1.0,,1.0,,0.0,0.0,reproducibility; pathology; medicine; repeatability,2012,Journal,Journal of Cystic Fibrosis,Elsevier,10.1016/S1569-1993(12)60219-7,50 Nasal potential measurements: repeatability and reproducibility of TCS in patients homozygous for the F508del mutation and healthy controls,0,,,,1.0,Pulmonary,Medical Specialties
Reproducibility,2319764524,2721012204; 2668360375; 2228400287; 2125271887; 2695023475,Z. Vasanji; R.J. Sigal; E.M. Groves; Debra Isaac; N.D. Eves,5,4,1,1.0,,,,1.0,,,internal medicine; cardiology; reproducibility; doppler echocardiography; medicine,2011,Journal,Canadian Journal of Cardiology,Elsevier,10.1016/j.cjca.2011.07.436,519 Reproducibility of two-dimensional and doppler echocardiography during exercise,0,,,,1.0,Circulation,Medical Specialties
Reproducibility,2026647484,1820327128; 332140426; 2008273784; 2126016295; 2609033728; 2303072314; 286954628; 2279675721,Zhamshid Okhunov; Nikhil Waingankar; Soroush Rais-Bahrami; Arvin K. George; Mostafa Sadek; Lee Richstone; Manish Vira; Louis R. Kavoussi,8,2,0,0.0,,0.0,,0.0,0.0,0.0,indexation; medicine; urology; reproducibility,2011,Journal,The Journal of Urology,Elsevier,10.1016/j.juro.2011.02.1268,544 COMPARING THE VALIDITY AND REPRODUCIBILITY OF THREE RENAL TUMOR SCORING SYSTEMS: C-INDEX VS P.A.D.U.A. VS R.E.N.A.L.,0,,,,,,
Reproducibility,2332146720,2177469843; 2294573895; 2165460041; 143171037; 2165603320,Lauren M. Mack; Sung Yoon Kim; Sungmin Lee; Haleh Sangi-Haghpeykar; Wesley Lee,5,1,2,0.5,1.0,0.0,,1.0,0.0,0.0,reproducibility; diabetes mellitus; medicine; radiology,2016,Journal,American Journal of Obstetrics and Gynecology,Elsevier,10.1016/j.ajog.2015.10.602,558: Efficiency and reproducibility of computer-assisted fractional limb volume,0,,,,1.0,Obstetrics,Medical Specialties
Reproducibility,2320900215,2549657587; 2150954176,Ma. Fluorence Flores; David Bolong,2,1,0,0.0,,0.0,,,,0.0,medicine; reproducibility; urology; prospective cohort study; residual,2012,Journal,The Journal of Urology,Elsevier,10.1016/j.juro.2012.02.666,589 A PROSPECTIVE STUDY ON THE CONSISTENCY AND REPRODUCIBILITY OF UROFLOWMETRY STUDIES AND POST VOID RESIDUAL MEASUREMENTS AT A BLADDER VOLUME OF 50-100% ESTIMATED BLADDER CAPACITY IN CHILDREN,0,,,,,,
