AuthorIds,AuthorNames,AuthorOrders,AuthorPapers,FoSNames,FoSPaperCounts,FoSCiteCounts,DisplayName,NormalizedName,PaperId,Rank,Doi,DocType,JournalId,ConferenceInstanceId,OriginalTitle,Year,Date,Publisher,ReferenceCount,CitationCount,EstimatedCitation,URLs,IndexedAbstract,AuthorIdsOrder,AuthorNamesOrder
2006185848; 326640264; 96415551; 2729168608; 2304733672; 2611727926,Alejandra López-Fuentes; Socorro Gama-Castro; Julio Collado-Vides; Hilda Solano-Liria; Fabio Rinaldi; Oscar Lithgow,4; 2; 6; 3; 1; 5,14; 39; 152; 1; 99; 3,open science; computational biology; alternative medicine; medicine; open data; anesthesiology,3499; 86756; 469961; 24337520; 7711; 12674,12541; 696302; 2017161; 212406322; 26234; 81034,F1000Research,f1000research,2727638307,21079,10.7490/f1000research.1111893.1,,2755217574.0,,Strategies towards digital and semi-automated curation in RegulonDB,2016,2016-05-17T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/5-901,,2304733672; 326640264; 2729168608; 2006185848; 2611727926; 96415551,Fabio Rinaldi; Socorro Gama-Castro; Hilda Solano-Liria; Alejandra López-Fuentes; Oscar Lithgow; Julio Collado-Vides
1995088540; 358209969; 2122851253; 1969289907; 2143309664; 2514291251; 2224853794; 2232828861; 2293348153,Doug Markant; Todd M. Gureckis; Anna Coenen; Jessica B. Hamrick; John V. McDonnell; David Halpern; Patricia Angie Chan; Alexander Rich; Jay B. Martin,5; 1; 6; 8; 3; 7; 9; 4; 2,5; 101; 15; 11; 14; 3; 3; 8; 10,open science; transparency; architecture; computer science; human computer interaction; behavioural sciences; data collection; the internet,3499; 38298; 694053; 9965937; 297754; 18921; 208062; 525732,12541; 231064; 7054847; 67146656; 2032877; 401693; 2307808; 3887593,Behavior Research Methods,behavior research methods,2225340466,20194,10.3758/s13428-015-0642-8,Journal,137478622.0,,psiTurk: An open-source framework for conducting replicable behavioral experiments online,2016,2016-09-01T00:00:00.0000000,Springer New York,13,14,14,https://link.springer.com/article/10.3758/s13428-015-0642-8; https://www.ncbi.nlm.nih.gov/pubmed/26428910; http://link.springer.com/10.3758/s13428-015-0642-8; https://nyuscholars.nyu.edu/en/publications/psiturk-an-open-source-framework-for-conducting-replicable-behavi; http://pubman.mpdl.mpg.de/pubman/item/escidoc:2358866; https://link.springer.com/content/pdf/10.3758%2Fs13428-015-0642-8.pdf,"Online data collection has begun to revolutionize the behavioral sciences. However, conducting carefully controlled behavioral experiments online introduces a number of new of technical and scientific challenges. The project described in this paper, psiTurk, is an open-source platform which helps researchers develop experiment designs which can be conducted over the Internet. The tool primarily interfaces with Amazon’s Mechanical Turk, a popular crowd-sourcing labor market. This paper describes the basic architecture of the system and introduces new users to the overall goals. psiTurk aims to reduce the technical hurdles for researchers developing online experiments while improving the transparency and collaborative nature of the behavioral sciences.",358209969; 2293348153; 2143309664; 2232828861; 1995088540; 2122851253; 2514291251; 1969289907; 2224853794,Todd M. Gureckis; Jay B. Martin; John V. McDonnell; Alexander Rich; Doug Markant; Anna Coenen; David Halpern; Jessica B. Hamrick; Patricia Angie Chan
2002402370; 2325650615; 2116842103; 2602521605; 2420399655; 2110816563; 2559301186; 1968731098; 2041885678; 2144749162,Michael Woelfle; Paul Willis; Michael Robins; Murray N. Robertson; Piero Olliaro; Timothy N. C. Wells; Paul M. Ylioja; Katrina A. Badiola; Alice E. Williamson; Matthew H. Todd,4; 7; 5; 1; 8; 9; 2; 6; 3; 10,3; 19; 2; 11; 273; 42; 4; 6; 11; 92,the internet; information dissemination; open science; medical research; immunology; knowledge management; drug discovery; software; biology; drug development,525732; 18253; 3499; 23974; 2811474; 1024349; 32863; 601704; 15777460; 22279,3887593; 98008; 12541; 292317; 53315086; 6743109; 756291; 4391816; 292099800; 413207,Parasitology,parasitology,2168702090,19303,10.1017/S0031182013001121,Journal,161475033.0,,Open source drug discovery – A limited tutorial,2014,2014-01-01T00:00:00.0000000,Cambridge University Press,29,20,20,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3884843/; http://europepmc.org/abstract/MED/23985301; http://europepmc.org/articles/PMC3884843; http://r4d.dfid.gov.uk/Output/193913/Default.aspx; http://journals.cambridge.org/abstract_S0031182013001121; https://www.cambridge.org/core/journals/parasitology/article/open-source-drug-discovery-a-limited-tutorial/A3CA6CA689841F99F6559C726A66E9CE,"Open science is a new concept for the practice of experimental laboratory-based research, such as drug discovery. The authors have recently gained experience in how to run such projects and here describe some straightforward steps others may wish to take towards more openness in their own research programmes. Existing and inexpensive online tools can solve many challenges, while some psychological barriers to the free sharing of all data and ideas are more substantial.",2602521605; 2144749162; 2559301186; 2041885678; 2002402370; 2116842103; 1968731098; 2325650615; 2420399655; 2110816563,Murray N. Robertson; Matthew H. Todd; Paul M. Ylioja; Alice E. Williamson; Michael Woelfle; Michael Robins; Katrina A. Badiola; Paul Willis; Piero Olliaro; Timothy N. C. Wells
1982110222; 2150567543; 2101254380; 2106890624; 2156149204,Charles Santhanaraju Vairappan; Jeremy A. Miller; Menno Schilthuizen; Darren J. Mann; Eleanor M. Slade,2; 5; 1; 4; 3,57; 50; 117; 26; 57,biology; wish; open science; ecology,15777460; 32780; 3499; 1819807,292099800; 226376; 12541; 34175737,Trends in Ecology and Evolution,trends in ecology and evolution,2009000139,20374,10.1016/j.tree.2015.03.002,Journal,79131028.0,,Specimens as primary data: museums and ‘open science’,2015,2015-01-05T00:00:00.0000000,Elsevier,13,15,15,http://www.cell.com/article/S0169534715000610/abstract; http://eprints.lancs.ac.uk/73415/; https://www.ncbi.nlm.nih.gov/pubmed/25813120; http://eprints.ums.edu.my/11959/; http://www.sciencedirect.com/science/article/pii/S0169534715000610; http://www.cell.com/trends/ecology-evolution/references/S0169-5347(15)00061-0,"In 1977, Eugene Odum advocated a synthetic approach if ecology were to rise above the level of explanation afforded by independent, individual studies [1]. Today, Odum's wish is being fulfilled, and important advances are being made by synthesising data derived from great numbers of studies, either by scaling up temporally or geographically [2]. However, to allow effective, creative, and reproducible integration of ecological and environmental results, the methods and data used need to be made freely accessible and combinable.",2101254380; 1982110222; 2156149204; 2106890624; 2150567543,Menno Schilthuizen; Charles Santhanaraju Vairappan; Eleanor M. Slade; Darren J. Mann; Jeremy A. Miller
1903954269,Pieter Meysman,1,48,open data; anesthesiology; medicine; open science; physiology; computational biology,7711; 12674; 24337520; 3499; 163577; 86756,26234; 81034; 212406322; 12541; 907602; 696302,F1000Research,f1000research,2728881417,21990,10.7490/f1000research.1112653.1,,2755217574.0,,Functional subgraph enrichments for node sets in interaction networks,2016,2016-07-20T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/5-1764,,1903954269,Pieter Meysman
2178364789; 665647575,Sigrid Elsenbruch; Paul Enck,1; 2,150; 270,physiology; anesthesiology; open data; open science; medicine,163577; 12674; 7711; 3499; 24337520,907602; 81034; 26234; 12541; 212406322,F1000Research,f1000research,2779329218,21758,10.12688/f1000research.12435.1,Journal,2755217574.0,,The stress concept in gastroenterology: from Selye to today,2017,2017-12-19T00:00:00.0000000,,151,0,0,http://doi.org/10.12688/f1000research.12435.1; https://f1000research.com/articles/6-2149/v1,,2178364789; 665647575,Sigrid Elsenbruch; Paul Enck
2128888765; 2326888438; 2164273415,Federico Morán; Alejandro F. Villaverde; Julio R. Banga,2; 1; 3,87; 41; 229,open science; neuroscience; biology; information theory; software; inference; open data; theoretical computer science; commons; license,3499; 426088; 15777460; 28105; 601704; 80731; 7711; 650369; 16344; 31786,12541; 12116479; 292099800; 657453; 4391816; 1423709; 26234; 7398489; 116403; 143646,F1000Research,f1000research,1677634743,22003,10.7490/f1000research.1096791.1,,2755217574.0,,Computationally efficient network inference using information theory: fMIDER,2014,2014-10-01T00:00:00.0000000,,1,0,0,https://f1000research.com/posters/1096791; http://digital.csic.es/handle/10261/113082,"1 poster presentado al European Conference on Computational Biology 2014, 7 - 10 Sep 2014.-- This poster is open access subject to the CC BY-NC Creative Commons 4.0 License",2326888438; 2128888765; 2164273415,Alejandro F. Villaverde; Federico Morán; Julio R. Banga
2107683368,Christopher R. Madan,1,75,pedagogy; ivory tower; mentorship; scientific method; open science; reciprocal; alternative medicine; medicine,2516128; 1916; 6424; 50477; 3499; 20010; 469961; 24337520,11463014; 13154; 34091; 408662; 12541; 241591; 2017161; 212406322,F1000Research,f1000research,2623268108,21692,10.7490/f1000research.1114114.1,,2755217574.0,,"Beyond the ivory tower: reciprocal relationships between scientific research, communication, and mentorship",2017,2017-05-27T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/6-755,,2107683368,Christopher R. Madan
2124303263,Peter D. Karp,1,150,open data; open science; anesthesiology; alternative medicine; computational biology; medicine,7711; 3499; 12674; 469961; 86756; 24337520,26234; 12541; 81034; 2017161; 696302; 212406322,F1000Research,f1000research,2736114396,21211,10.7490/f1000research.1113928.1,,2755217574.0,,Current issues in BioCuration,2017,2017-04-13T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/6-483,,2124303263,Peter D. Karp
1936410844; 2096987888; 2051689781,Michael P. Milham; Arno Klein; R. Cameron Craddock,1; 3; 2,124; 55; 60,standardization; psychiatry; neuropsychiatry; medicine; precision medicine; neuroimaging; neuroscience; open science; biological psychiatry,132807; 1383881; 5479; 24337520; 5213; 28535; 426088; 3499; 1893,1584462; 19489547; 57303; 212406322; 32557; 516001; 12116479; 12541; 41042,Depression and Anxiety,depression and anxiety,2605828500,21954,10.1002/da.22627,Journal,192592622.0,,Clinically useful brain imaging for neuropsychiatry: How can we get there?,2017,2017-01-07T00:00:00.0000000,Cold Spring Harbor Laboratory,105,2,2,https://www.biorxiv.org/content/early/2017/03/09/115097; http://onlinelibrary.wiley.com/doi/10.1002/da.22627/abstract; http://www.biorxiv.org/content/biorxiv/early/2017/03/09/115097.full.pdf,"Despite decades of research, visions of transforming neuropsychiatry through the development of brain imaging-based “growth charts” or “lab tests” have remained out of reach. In recent years, there is renewed enthusiasm about the prospect of achieving clinically useful tools capable of aiding the diagnosis and management of neuropsychiatric disorders. The present work explores the basis for this enthusiasm. We assert that there is no single advance that currently has the potential to drive the field of clinical brain imaging forward. Instead, there has been a constellation of advances that, if combined, could lead to the identification of objective brain imaging-based markers of illness. In particular, we focus on advances that are helping to (1) elucidate the research agenda for biological psychiatry (e.g., neuroscience focus, precision medicine), (2) shift research models for clinical brain imaging (e.g., big data exploration, standardization), (3) break down research silos (e.g., open science, calls for reproducibility and transparency), and (4) improve imaging technologies and methods. Although an arduous road remains ahead, these advances are repositioning the brain imaging community for long-term success.",1936410844; 2051689781; 2096987888,Michael P. Milham; R. Cameron Craddock; Arno Klein
